id_univoco,hash_contenuto,titolo,testo_completo,data_pubblicazione,fonte,link,ente_origine,paese,importo_eur,azienda_sanzionata,tipo_violazione,data_scraping,fonte_tecnica,ong_collegata,Ambito_Geografico,livello_allarme,Entita_Coinvolte,Sentiment_Direzione,Parole_Chiave,topic_label,confidence,cluster_id,is_primary
afe14f9176f1ea5fc946c66d24d26dd1c8418006231d6583b46aec89b6c94848,ed7777b73ac583ba5dc8b49200b6d1f1a9dc456be9071e5b51a4beede4616dd7,[Austria] Anonymous – DSB (Austria),"[Austria] Anonymous – DSB (Austria). Articoli: Article 17 GDPR. Tipo: Complaint. Sommario: [[Category:Article 12(5) GDPR]] The DSB issued a decision related to the righ to be forgotten: to exercise this right, the controller may not require more data than the ones previously asked to the data subject. ==English Summary== ===Facts=== An online user has registered with his own email address and his wife's first name on a webpage. Despite the fact that no further information was required by the page, he added the gender ""female"" bis ZIP code and a phone number. Later, he request",21.05.2018,GDPR Fines - enforcementtracker/gdprhub,https://www.ris.bka.gv.at/Dokument.wxe?ResultFunctionToken=cd614296-7bc1-415c-bd8f-c468f8e73015&Position=1&Abfrage=Dsk&Entscheidungsart=Undefined&Organ=Undefined&SucheNachRechtssatz=True&SucheNachText=True&GZ=&VonDatum=01.01.1990&BisDatum=&Norm=&ImRisSeitVonDatum=&ImRisSeitBisDatum=&ImRisSeit=Undefined&ResultPageSize=100&Suchworte=&Dokumentnummer=DSBT_20191108_DSB_D122_970_0004_DSB_2019_00,DSB (Austria),Austria,,Anonymous,Complaint,2026-05-23T01:14:52.345267,gdprhub.eu,Amnesty Italia,Italia,2,"['Article || Personaggi Pubblici', 'Austria || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['the', 'dsb', 'austria', 'he', 'his']",Non classificato,0.0,-1,True
c792c8d4620237dde028c4deef2ebaa15f06260f799182bae241cde8550d4833,a78bdf7362e774f46d659ecc5f91a7ebb499280ae1cb5eec9412f292ca2dde2d,[Spain] Vodafone – AEPD (Spain),"[Spain] Vodafone – AEPD (Spain). Articoli: Article 5(1)(f) GDPR. Tipo: Complaint. Sommario: Vodafone has been fined € 44.000 for accidentally disclosing personal data to a third party. ==English Summary== ===Facts=== A third-party received several documents related to a contract with Vodaphone, containing the complainant's personal data. Thus, the complainant filed a complaint with the AEPD. Vodaphone claimed that a mistake has been made by on of its employee in good faith. ===Dispute=== Can a mistake made in good faith justify the sharing of personal data to a third-party? =",07.01.2020,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/ps-00093-2019.pdf,AEPD (Spain),Spain,44000.0,Vodafone,Complaint,2026-05-23T01:14:53.219521,gdprhub.eu,AI Forensics,Italia,2,"['Thus || Personaggi Pubblici', 'Vodaphone || Stati e Luoghi', 'Spain || Stati e Luoghi', 'For Accidentally || Personaggi Pubblici', 'Vodafone || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['party', 'third', 'vodafone', 'been', 'has']",Non classificato,0.0,2,True
264f57c01d53063022e6f6d042c705b832f597d16dae30421c8d20aae76218d0,4601bd41cef93dcdb1cda4a9446b7e7db0424c93d0eebca7a9e4849a0a9c3451,"[Spain] EDP Comercializadora, S.A.U. – AEPD (Spain)","[Spain] EDP Comercializadora, S.A.U. – AEPD (Spain). Articoli: Article 6(1) GDPR. Tipo: Complaint. Sommario: The Spanish DPA (AEPD) imposed a fine of €75,000 on EDP Comercializadora, S.A.U. for violating Article 6(1) of the GDPR by having processed personal data without the data subject's consent. ==English Summary== ===Facts=== On 19 and 20 September 2018, the claimant reported to the Spanish DPA (AEPD) that EDP Comercializadora, S.A.U. (the defendant) has been processing his personal data (name, surname, ID number, address, telefon number) without his consent in the context of a gas supply cont",11.12.2020,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/ps-00025-2019.pdf,AEPD (Spain),Spain,75000.0,"EDP Comercializadora, S.A.U.",Complaint,2026-05-23T01:14:54.090302,gdprhub.eu,Amnesty Italia,Italia,2,"['Spain || Stati e Luoghi', 'S.A.U. || Stati e Luoghi', 'Comercializadora || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'DORA || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['the', 'spanish', 'aepd', 'without', 'consent']",Non classificato,0.0,2,False
c238a6d0f97d5b8533113a42dab34dcca3c878ee67fd590319179578eb4d6741,9b05c56ade9bc431d9d0e54fb176f6b457db17549f175f104d2ea189469ab381,[Greece] Wind Hellas – HDPA (Greece),"[Greece] Wind Hellas – HDPA (Greece). Articoli: Article 4(1) GDPR. Tipo: Investigation. Sommario: The HDPA imposed a fine of EUR 20,000 and a reprimand to the telecommunication company Wind Hellas for violation of the GDPR and of the national law implementing the ePrivacy Directive and it issued a reprimand to the telephone services company ΠΛΕΓΜΑ ΝΕΤ for violation of the GDPR. ==English Summary== ===Facts=== The HDPA examined six complaints against Wind Hellas (hereafter ""Wind"") and ΠΛΕΓΜΑ ΝΕΤ for unsolicited calls with human intervention for direct marketing purposes. Wind claimed, am",18.10.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.dpa.gr/portal/page?_pageid=33%2C15453&_dad=portal&_schema=PORTAL&_piref33_15473_33_15453_15453.etos=2019&_piref33_15473_33_15453_15453.arithmosApofasis=&_piref33_15473_33_15453_15453.thematikiEnotita=-1&_piref33_15473_33_15453_15453.ananeosi=%CE%91%CE%BD%CE%B1%CE%BD%CE%AD%CF%89%CF%83%CE%B7,HDPA (Greece),Greece,20000.0,Wind Hellas,Investigation,2026-05-23T01:14:55.087018,gdprhub.eu,AI Forensics,Italia,2,"['Reprimand To The Telephone Services || Aziende e Org Private', 'Wind Claimed || Aziende e Org Private', 'Wind || Aziende e Org Private', 'Wind Hellas || Aziende e Org Private', 'Wind Hellas For Violation Of The Gdpr And Of The National Law || Leggi e Regolamentazioni', 'Article || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'AMI || Tecnologie || IA', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['hdpa', 'the', 'greece', 'for', 'violation']",Non classificato,0.0,-1,True
77ff4e50d2c54b440723cd42a3da69f35bd374fa0e126826e28f40b27a7ed87a,ce4fb185e79ca23451d7403414476122637fe3893437d20a1f5ce0d8c43f228a,[Slovenia] anonymous – IP (Slovenia),"[Slovenia] anonymous – IP (Slovenia). Articoli: Article 5(1)(f) GDPR. Tipo: Advisory Opinion. Sommario: On 4 November 2019, the Slovenian DPA (IP) exercised its powers under Article 58(3) GDPR to issue an advisory opinion regarding processor's and controller's roles. ==English Summary== ===Facts and questions arising=== The legal entity which requested the opinion is a third party service provider which collects through parents and the service provider, the children’s personal data for the purpose of organising trips. The legal entity receives and collects the information necessary for the s",04.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.ip-rs.si/vop/?tx_jzgdprdecisions_pi1%5BshowUid%5D=977,IP (Slovenia),Slovenia,,anonymous,Advisory Opinion,2026-05-23T01:14:55.939726,gdprhub.eu,Access Now,Italia,2,"['Slovenia || Stati e Luoghi', 'Entity Which Requested The Opinion Is A Third Party Service || Personaggi Pubblici', 'Arising=== The || Personaggi Pubblici', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['opinion', 'the', 'slovenia', 'legal', 'ip']",Non classificato,0.0,3,True
77ff4e50d2c54b440723cd42a3da69f35bd374fa0e126826e28f40b27a7ed87a,db0a85bbe13efe7bcbd394e7d80d453ecf8ca57623446a2c71220db3fb834c15,[Slovenia] anonymous – IP (Slovenia),"[Slovenia] anonymous – IP (Slovenia). Articoli: . Tipo: Advisory Opinion. Sommario: On 4 November 2019, the Slovenian DPA (IP) exercised its powers under Article 58(3) GDPR to issue an advisory opinion regarding requirements for a consent. ==English Summary== ===Facts and questions arising=== The DPA has been asked whether a patient’s personal data can be disclosed on her behalf to her caregiver’s lawyer. In these circumstances, the patient still enjoys her legal capacity. ===Holding=== The DPA answered that the patient should nevertheless give her consent to such disc",04.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.ip-rs.si/mnenja-gdpr/6048a38d44e0a,IP (Slovenia),Slovenia,,anonymous,Advisory Opinion,2026-05-23T01:14:56.765668,gdprhub.eu,Slow Web,Italia,2,"['Slovenia || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['her', 'patient', 'opinion', 'slovenia', 'ip']",Non classificato,0.0,3,False
a750b8f676a6f3b580ed8905a394f9d660a1465237022a54a1648633ac1d49ef,433cecad62c1e8e31f04b59248cb20efca7b527d36fb4cad2bcd16faf655a057,[Spain] Joker Premium Invex – AEPD (Spain),[Spain] Joker Premium Invex – AEPD (Spain). Articoli: Article 6(1)(a) GDPR. Tipo: Complaint. Sommario: The AEPD imposed a fine of € 6.000 for unlawful processing data from a public registry without a legal basis under Article 6 GDPR. ==English Summary== ===Facts=== A citizen filled a complaint with the AEPD regarding the unlawful processing of his personal data. He claimed that his personal data was processed by the public administration for registration purposes only. The data was shared with the company Joker Premium (the controller) without a legal basis. ===Dispute=== Is consent neces,07.01.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/ps-00291-2019.pdf,AEPD (Spain),Spain,6000.0,Joker Premium Invex,Complaint,2026-05-23T01:14:57.613037,gdprhub.eu,Amnesty Italia,Italia,2,"['Spain || Stati e Luoghi', 'Article || Personaggi Pubblici', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['legal', 'the', 'aepd', 'without', 'public']",Non classificato,0.0,2,False
c5c387becfd8516ed22bd3975c41d8f44ec9fde6fc0eb2b93fc0849903b34d94,128bf683af468018ea6c7f05e317c070d1d9686df7703b31b4aeed2045fe44ef,[Spain] El Maestro Cerrajero SL – AEPD (Spain),"[Spain] El Maestro Cerrajero SL – AEPD (Spain). Articoli: Article 13 GDPR. Tipo: Complaint. Sommario: The AEPD found that the El Maestro Cerrajero SL’s privacy policy complied with Article 13 GDPR, after the page was updated by the controller during the procedure. ==English Summary== ===Facts=== After a complaint submitted by Consumer Institute of Madrid regarding the violation of Article 13 of the GDPR, the AEPD initiated a reprimand procedure against the company El Maestro Cerrajero SL (the controller). The policy still referred to the national law before the introduction of GDPR. Dur",04.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/ps-00324-2019.pdf,AEPD (Spain),Spain,,El Maestro Cerrajero SL,Complaint,2026-05-23T01:14:58.450709,gdprhub.eu,AI Forensics,Italia,2,"['Spain || Stati e Luoghi', 'Facts=== After || Stati e Luoghi', 'Reprimand || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['the', '13', 'policy', 'aepd', 'after']",Non classificato,0.0,4,True
2b13c856f4669f08a635ff988f6a2fa6f66d8a0bc277c37d139822bf64c777aa,89415b60fab47f3e81a83b4b7a2ad0812b67fff8b1d81f0670591b64a5cab044,[Spain] KUTXABANK S.A. – AEPD (Spain),"[Spain] KUTXABANK S.A. – AEPD (Spain). Articoli: Article 15 GDPR. Tipo: Complaint. Sommario: The DPA ordered a bank (KUTXABANK S.A.) to respond to a subject access request. ==English Summary== ===Facts=== A bank's client complained that they could not exercise their right to access after the bank had blocked his account due to debts. The bank refused to fulfill the request, claiming that it does not process personal data anymore since the account was blocked. ===Dispute=== Could the controller refuse to answer to a request for access because the requested data is part of a ""bl",04.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/td-00182-2019.pdf,AEPD (Spain),Spain,,KUTXABANK S.A.,Complaint,2026-05-23T01:14:59.169395,gdprhub.eu,AI Forensics,Italia,2,"['Spain || Stati e Luoghi', 'S.A. || Stati e Luoghi', ""Bank'S Client Complained That They Could Not Exercise Their Right To Access After The Bank Had Blocked His || Aziende e Org Private"", 'S.A. – Aepd || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['bank', 'request', 'access', 'to', 'account']",Non classificato,0.0,-1,True
6f1bdc5e01749a176fdae745e28b8416ba3f6bd8497fef2b4bed6f3fade0f447,6f7332f1c8a3e13a2400f32aab3d85fc86d43819740946c8f396cc38d6dc70f4,"[Spain] Madrileña Red De Gas, S.A.U. – AEPD (Spain)","[Spain] Madrileña Red De Gas, S.A.U. – AEPD (Spain). Articoli: Article 5(1)(f) GDPR. Tipo: Complaint. Sommario: The AEPD fined a gas distribution company €12,000 for a violation of Article 5(1)(f) of the GDPR. ==English Summary== ===Facts=== A customer of a gas distribution company (Madrileña Red De Gas, S.A.U) complained to the AEPD claiming that the company had provided the complainant's tenant with his personal data without prior authorisation to do so. The DPA found that the supply contract was only between the complainant and the company, so that the tenant was a third party. ===Dispute===",05.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/ps-00188-2019.pdf,AEPD (Spain),Spain,,"Madrileña Red De Gas, S.A.U.",Complaint,2026-05-23T01:15:00.184073,gdprhub.eu,Amnesty Italia,Italia,2,"['Spain || Stati e Luoghi', 'Article || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['the', 'company', 'de', 'aepd', 'complainant']",Non classificato,0.0,-1,True
fdfe338dcc6e8d327a2e4e4ab9fce30f342aa51a4061b445e3fbe32337c48341,8641cc492b66c015a9ed0f6448e7eabd6766869ee0fb360541d243ad436e6b49,[Spain] Cerrajero Online SL – AEPD (Spain),"[Spain] Cerrajero Online SL – AEPD (Spain). Articoli: Article 13 GDPR. Tipo: Complaint. Sommario: The AEPD held that an outdated privacy policy on a webpage violates Article 13 GDPR. ==English Summary== ===Facts=== The Consumer Institute of Madrid filed a complaint before the DPA with regard to the company's privacy policy which did not contain accurate information about how the company collects personal data and still refers to older national laws, instead of GDPR. ===Dispute=== Does an non-updated privacy policy infringe Article 13 GDPR? Shoud the AEPD calculate the fine by taki",06.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/ps-00266-2019.pdf,AEPD (Spain),Spain,1500.0,Cerrajero Online SL,Complaint,2026-05-23T01:15:01.363617,gdprhub.eu,Amnesty Italia,Italia,2,"['Spain || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['13', 'policy', 'privacy', 'the', 'aepd']",Non classificato,0.0,4,False
92cae93a02a402928b32975b5a525e6be0b24581b0088c5c99108241fff0646f,0523f3298bed335a4d3cb771677f4d148aa450e6d0ca91f6d6ed4bc9325caf38,[Spain] promofarma ecom S.L – AEPD (Spain),"[Spain] promofarma ecom S.L – AEPD (Spain). Articoli: Article 5(1)(f) GDPR. Tipo: Investigation. Sommario: The AEPD confirmed an online pharmacy's (Promofarma ecom S.L) compliance with the GDPR after having used its investigation powers. ==English Summary== ===Facts=== The AEPD carried out an ''ex officio'' investigation. ===Holding=== The AEPD found the existence of a data breach by possible access to personal data. 1,300,000 data sets were lost through an external attack. The data was subsequently found on the deepweb. However, the AEPD confirmed that Promofarma, had technical and or",06.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/e-08205-2019.pdf,AEPD (Spain),Spain,,promofarma ecom S.L,Investigation,2026-05-23T01:15:02.315462,gdprhub.eu,AI Forensics,Italia,2,"['Was Subsequently Found On The Deepweb || Personaggi Pubblici', 'However || Stati e Luoghi', 'Spain || Stati e Luoghi', 'That Promofarma || Aziende e Org Private', 'Holding=== The Aepd Found The Existence Of || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['aepd', 'the', 'confirmed', 'an', 'investigation']",Non classificato,0.0,-1,True
6259edb0ccb54ddcabe01a26162e7703334e1ae62078c4b3b298cb95e42e93a3,446844fc8a5d7098e39a81bc1f569f02ee90636349d0e80e4e8660ce766f6dd9,"[Spain] Intercambiador detransportes avenida de america, S.A.U. – AEPD (Spain)","[Spain] Intercambiador detransportes avenida de america, S.A.U. – AEPD (Spain). Articoli: Article 32 GDPR. Tipo: Investigation. Sommario: The AEPD approved a transport hub's compliance with Articles 32 and 33 GDPR after having used its investigation powers. ==English Summary== ===Facts=== After a security guard of Madrid’s public transport system filmed the screen of a video surveillance system with his phone and shared the video via WhatsApp, the AEPD carried out an investigation. ===Holding=== The AEPD found a data breach due to the improper filming of the screens in the video surveillance control center. However, t",06.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/e-08158-2019.pdf,AEPD (Spain),Spain,,"Intercambiador detransportes avenida de america, S.A.U.",Investigation,2026-05-23T01:15:03.304553,gdprhub.eu,AI Forensics,USA / Internazionale,2,"['S.A.U. || Stati e Luoghi', 'Spain || Personaggi Pubblici', 'However || Stati e Luoghi', 'Holding=== The Aepd Found || Stati e Luoghi', 'Facts=== After || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['video', 'aepd', 'the', 'surveillance', 'system']",Non classificato,0.0,-1,True
dea4ea94f1bcc0a0718e8619a2cb3c068516b987b23a69d57c2ef07ecb4cf152,500d250099be0f06b21abf20604109b2d9f3fc296959a08316d3ab5bfd42e47b,[Spain] Centros comerciales Carrefour S.A. – AEPD (Spain),"[Spain] Centros comerciales Carrefour S.A. – AEPD (Spain). Articoli: Article 32 GDPR. Tipo: Investigation. Sommario: The AEPD approved Centros comerciales Carrefour S.A compliance with the GDPR after having used its investigation powers. ==English Summary== ===Facts and questions arising=== The AEPD received a data breach notification sent by Centros comerciales Carrefour S.A. (Carrefour) in which they inform having suffered from a cyberattack. Thus, the AEPED carried out an investigation. ===Holding=== Th AEPD found there was no evidence showing illegal access to the Carrefour information system. A",06.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.aepd.es/es/documento/e-08158-2019.pdf,AEPD (Spain),Spain,,Centros comerciales Carrefour S.A.,Investigation,2026-05-23T01:15:05.101039,gdprhub.eu,AI Forensics,Italia,2,"['Cyberattack || Stati e Luoghi', 'Thus || Stati e Luoghi', 'Carrefour || Aziende e Org Private', 'Spain] Centros || Stati e Luoghi', 'Carrefour S.A || Aziende e Org Private', 'Carrefour S.A. – Aepd || Aziende e Org Private', 'Spain || Stati e Luoghi', 'Holding=== Th Aepd Found There Was No || Stati e Luoghi', 'Centros || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito', 'AEPD || Istituzioni || Spagna']",NEUTRALE,"['aepd', 'having', 'investigation', 'the', 'spain']",Non classificato,0.0,-1,True
f3b41321988548d4c28e68c031ea7b548a1311547223e0574ccac50467de6a7d,cf58761fa5c1a7d69c63c90d3cc21c9e2d8b00bcb16f19b5a4659b31ad91e5a8,[United Kingdom] Wales Interpretation and Translation Service – ICO (UK),"[United Kingdom] Wales Interpretation and Translation Service – ICO (UK). Articoli: Article 4(1) GDPR. Tipo: Complaint. Sommario: The ICO issued a decision on the necessity of a disclosure of information hold by a public entity to satisfy the legitimate public interests of accountability and transparency. ==English Summary== ===Facts=== The complainant requested copies of minutes of the Wales Interpretation and Translation Service´ meetings. The Cardiff Council provided him with redacted copies. In particular, the names of the attendees were omitted. In substantiating its response, the Cardiff Council cited section 4",07.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://ico.org.uk/media/action-weve-taken/decision-notices/2019/2616299/fs50777458-1.pdf,ICO (UK),United Kingdom,,Wales Interpretation and Translation Service,Complaint,2026-05-23T01:15:05.827340,gdprhub.eu,Amnesty Italia,Italia,2,"['United Kingdom] Wales Interpretation And Translation Service || Aziende e Org Private', 'Him With Redacted Copies || Aziende e Org Private', 'Article || Aziende e Org Private', 'The Cardiff Council || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['the', 'ico', 'council', 'service', 'of']",Non classificato,0.0,-1,True
f3936bea52602956fdc4c36c1c06e6c33911191820e38ff45a45800ee1a67706,8c1f85022ef36d22db72326f09acbe8a34b3f691146c2e73dec45839e6a06ac4,[Iceland] Anonymous – Persónuvernd (Iceland),"[Iceland] Anonymous – Persónuvernd (Iceland). Articoli: Article 5(1) GDPR. Tipo: Complaint. Sommario: The Persónuvernd issued a decision on the disclosure of personal data to third party in the context of a recruitment process in line with Article 5(1) GDPR principles. ==English Summary== ===Facts=== The complainant applied for a job in a public agency. He asked the government agency to disclose the others applicant's documents. Following the access request, the government agency notified the others applicants. The notification included information concerning the complainant’s request, inc",12.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.personuvernd.is/urlausnir/midlun-opinberrar-stofnunar-a-personuupplysingum-i-tengslum-vid-radningu,Persónuvernd (Iceland),Iceland,,Anonymous,Complaint,2026-05-23T01:15:06.648630,gdprhub.eu,Amnesty Italia,Italia,2,"['Iceland || Stati e Luoghi', 'Anonymous – Persónuvernd || Stati e Luoghi', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['the', 'agency', 'iceland', 'persónuvernd', 'request']",Non classificato,0.0,-1,True
682203580df10912ee90e64fbaf128cf7fd0d48365ee7c707c7a35a58401f1a0,24ea14829f49118260da1ca98b6f1d49a4e8b1f5adbcd0f43623b581b6cf1a10,[Denmark] Christian Trade Union – Datatilsynet (Denmark),"[Denmark] Christian Trade Union – Datatilsynet (Denmark). Articoli: Article 32 GDPR. Tipo: Investigation. Sommario: The Datatilsynet issued a decision on Articles 32 and 33 GDPR due to unencrypted e-mails sent by the controller. ==English Summary== ===Facts and questions arising=== After carrying out investigations at its own initiative, the Datatilsynet found that the Union was using the social security number of an individual as password for accessing e-mails stored on the Union’s database. The DPA also found that the Union was sending unencrypted messages, creating a high risk for a data breach, wit",05.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.datatilsynet.dk/tilsyn-og-afgoerelser/afgoerelser/2019/nov/tilsyn-med-behandlingssikkerhed-hos-fagforening/,Datatilsynet (Denmark),Denmark,,Christian Trade Union,Investigation,2026-05-23T01:15:07.607806,gdprhub.eu,AI Forensics,Italia,2,"['Christian Trade Union – Datatilsynet || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['datatilsynet', 'the', 'denmark', '32', 'found']",Non classificato,0.0,-1,True
bed46fc0de412b90c474d5e657439c6e7ca81043899ebe44e4d5eabea86f6a51,5f6abdf22fb6d87b1051120575dccd7136b603842d52d413084b780bd55491b8,[Denmark] Unknown law firms – Datatilsynet (Denmark),"[Denmark] Unknown law firms – Datatilsynet (Denmark). Articoli: Article 32 GDPR. Tipo: Investigation. Sommario: The Datatilsynet carried out investigation in a group of law firms and found that they had implemented sufficient safeguards in order to comply with Article 32 GDPR. ==English Summary== ===Facts and questions arising=== After carrying out investigations at its own initiative, the Datatilsynet found that the law firm was transmitting confidential and sensitive personal data via e-mail using end-to-end encryption and had carried out a prior risk assessment. ===Holding=== The Datatilsynet",05.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.datatilsynet.dk/tilsyn-og-afgoerelser/afgoerelser/2019/nov/tilsyn-med-behandlingssikkerhed-hos-advokatfirma/,Datatilsynet (Denmark),Denmark,,Unknown law firms,Investigation,2026-05-23T01:15:09.028756,gdprhub.eu,AI Forensics,Italia,2,"['Was Transmitting || Personaggi Pubblici', 'Holding=== The Datatilsynet || Stati e Luoghi', 'Group Of Law Firms And Found That They Had || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['datatilsynet', 'law', 'out', 'carried', 'denmark']",Non classificato,0.0,5,True
bed46fc0de412b90c474d5e657439c6e7ca81043899ebe44e4d5eabea86f6a51,76e096f01ce67bd6e8ea20b10e4c002812c63e305bb562f09247de10fdd3ba2e,[Denmark] Unknown law firms – Datatilsynet (Denmark),"[Denmark] Unknown law firms – Datatilsynet (Denmark). Articoli: Article 5(2) GDPR. Tipo: Investigation. Sommario: The Datatilsynet found that the investigated group of law firms violated Articles 5(2) and 32 GDPR. ==English Summary== ===Facts and questions arising=== After carrying out investigations at its own initiative, the Datatilsynet found that the investigated group of law firms had been transmitting confidential and sensitive personal data to clients via the Internet without using encryption mechanisms. Also, the group had not carried out a risk assessment. ===Holding=== Therefore the Datatil",05.11.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.datatilsynet.dk/tilsyn-og-afgoerelser/afgoerelser/2019/nov/tilsyn-med-behandlingssikkerhed-hos-kontorfaellesskab-af-advokatfirmaer/,Datatilsynet (Denmark),Denmark,,Unknown law firms,Investigation,2026-05-23T01:15:10.649273,gdprhub.eu,AI Forensics,Italia,2,"['Holding=== Therefore The Datatil || Stati e Luoghi', 'Article || Aziende e Org Private', 'GDPR || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['group', 'law', 'datatilsynet', 'the', 'denmark']",Non classificato,0.0,5,False
6782db263725bdf9c020d6a76b94b0ddc56b013f050d8474aa058715649935d5,8bc8af799b58308883a2e34bc59057ea8470a65f74d47bef1410df9174f0ff56,[Romania] Vodaphone Romania S.A – ANSPDCP (Romania),"[Romania] Vodaphone Romania S.A – ANSPDCP (Romania). Articoli: . Tipo: Investigation. Sommario: The ANSPDCP fined € 2.000 Vodafone România S.A. for violations of Article 13(1) Law no. 506/2004, read in conjunction with Article 13(5) of the same Law no. 506/2004 implementing the ePrivacy Directive. ==ANSPDCP English press release== The controller Vodafone România S.A. was sanctioned with a fine in the amount of 10,000 lei. The sanction was applied because the controller did not consider the option of a petitioner to no longer receive messages with promotions, contests and any other m",15.10.2019,GDPR Fines - enforcementtracker/gdprhub,https://www.dataprotection.ro/index.jsp?page=O_noua_amenda_in_baza_Legii_506_/_2004_Vodafone&lang=en,ANSPDCP (Romania),Romania,2000.0,Vodaphone Romania S.A,Investigation,2026-05-23T01:15:11.666454,gdprhub.eu,AI Forensics,Italia,2,"['Romania || Stati e Luoghi', 'Vodafone România S.A. || Aziende e Org Private', 'Vodafone România S.A. For Violations Of Article || Aziende e Org Private', 'Vodaphone Romania || Aziende e Org Private', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['romania', 'anspdcp', 'no', 'the', 'vodafone']",Non classificato,0.0,-1,True
